Time (s);sFiltered 0;Sampling Rate
1.6500000000e+001;6.4400334077e-001;
1.6750000000e+001;2.8928406603e-001;
1.7000000000e+001;8.4955790343e-001;
1.7250000000e+001;6.2297080409e-001;
1.7500000000e+001;1.0762505788e+000;
1.7750000000e+001;2.1149014880e-001;
1.8000000000e+001;8.1528927066e-001;
1.8250000000e+001;4.5074066284e-001;
1.8500000000e+001;2.9894680259e-001;
1.8750000000e+001;1.9245724795e-001;
1.9000000000e+001;6.3488792208e-001;
1.9250000000e+001;9.1007054584e-001;
1.9500000000e+001;8.5874267790e-001;
1.9750000000e+001;8.4996264855e-001;
2.0000000000e+001;3.5012406972e-001;
2.0250000000e+001;1.1120042843e+000;
2.0500000000e+001;6.2584407931e-001;
2.0750000000e+001;1.4728549051e+000;
2.1000000000e+001;1.8474664871e+000;
2.1250000000e+001;3.2877282976e-001;
2.1500000000e+001;9.5977303280e-001;
2.1750000000e+001;3.3728733321e-001;
2.2000000000e+001;7.3920463239e-001;
2.2250000000e+001;1.7417925584e-001;
2.2500000000e+001;4.1600913001e-001;
2.2750000000e+001;2.5963236829e-001;
2.3000000000e+001;2.6161242671e-001;
2.3250000000e+001;1.0419068935e+000;
2.3500000000e+001;6.5519617298e-001;
2.3750000000e+001;3.9200060339e-001;
2.4000000000e+001;3.6671117934e-001;
2.4250000000e+001;7.0541555760e-001;
2.4500000000e+001;3.5783216418e-001;
2.4750000000e+001;7.6765032596e-001;
2.5000000000e+001;5.2048451214e-001;
2.5250000000e+001;2.5394459682e-001;
2.5500000000e+001;7.6201065054e-001;
2.5750000000e+001;6.4983239009e-001;
2.6000000000e+001;5.7509843334e-001;
2.6250000000e+001;8.1537023891e-001;
2.6500000000e+001;5.4354206354e-001;
2.6750000000e+001;3.3104290377e-001;
2.7000000000e+001;4.3027310916e-001;
2.7250000000e+001;6.6029225687e-001;
2.7500000000e+001;5.4911187110e-001;
2.7750000000e+001;1.9125365662e+000;
2.8000000000e+001;3.4942063197e-001;
2.8250000000e+001;6.3818359352e-001;
2.8500000000e+001;8.5012657058e-001;
2.8750000000e+001;9.4051682439e-001;
2.9000000000e+001;3.0361459025e-001;
2.9250000000e+001;1.0584379504e+000;
2.9500000000e+001;5.9996760623e-001;
2.9750000000e+001;5.7304722112e-001;
3.0000000000e+001;3.3368709409e-001;
3.0250000000e+001;5.1226431505e-001;
3.0500000000e+001;5.0364609089e-001;
3.0750000000e+001;1.0450304121e+000;
3.1000000000e+001;5.8259295096e-001;
3.1250000000e+001;5.8067423740e-001;
3.1500000000e+001;5.2780381463e-001;
3.1750000000e+001;6.4876175650e-001;
3.2000000000e+001;3.3006361584e-001;
3.2250000000e+001;4.0223331858e-001;
3.2500000000e+001;6.9622674754e-001;
3.2750000000e+001;2.8323310107e-001;
3.3000000000e+001;3.7080527461e-001;
3.3250000000e+001;6.5694965241e-001;
3.3500000000e+001;1.5508536007e+000;
3.3750000000e+001;1.0115883695e+000;
3.4000000000e+001;1.4042535827e+000;
3.4250000000e+001;9.6679851186e-001;
3.4500000000e+001;6.1549763697e-001;
3.4750000000e+001;9.8889789943e-001;
3.5000000000e+001;5.6849868161e-001;
3.5250000000e+001;3.9795910727e-001;
3.5500000000e+001;1.9994515039e-001;
3.5750000000e+001;5.0827175289e-001;
3.6000000000e+001;7.0268957889e-001;
3.6250000000e+001;7.7114881475e-001;
3.6500000000e+001;7.2925816734e-001;
3.6750000000e+001;6.7364075948e-001;
3.7000000000e+001;1.3494994774e+000;
3.7250000000e+001;8.5316012252e-001;
3.7500000000e+001;2.6290619037e-001;
3.7750000000e+001;4.6428970228e-001;
3.8000000000e+001;4.9266469994e-001;
3.8250000000e+001;1.7266245093e+000;
3.8500000000e+001;5.9025426739e-001;
3.8750000000e+001;7.4343550729e-001;
3.9000000000e+001;3.0170250934e-001;
3.9250000000e+001;4.7832091749e-001;
3.9500000000e+001;3.0935149775e-001;
3.9750000000e+001;1.0458684028e+000;
4.0000000000e+001;3.0944919696e-001;
4.0250000000e+001;4.4128164561e-001;
4.0500000000e+001;4.5585273615e-001;
4.0750000000e+001;3.5355399796e-001;
4.1000000000e+001;1.6497115855e-001;
4.1250000000e+001;1.2844148862e+000;
4.1500000000e+001;6.4834339167e-001;
4.1750000000e+001;1.0251751773e+000;
4.2000000000e+001;1.2122734465e+000;
4.2250000000e+001;5.9810148461e-001;
4.2500000000e+001;1.0367628490e+000;
4.2750000000e+001;1.6044792245e+000;
4.3000000000e+001;3.9636710969e-001;
4.3250000000e+001;4.0973869843e-001;
4.3500000000e+001;7.4923607825e-001;
4.3750000000e+001;2.0290813798e-001;
4.4000000000e+001;4.0202447829e-001;
4.4250000000e+001;5.5611470064e-001;
4.4500000000e+001;7.2268036573e-001;
4.4750000000e+001;3.6444183293e-001;
4.5000000000e+001;5.3474830312e-001;
4.5250000000e+001;2.1815782403e-001;
4.5500000000e+001;2.6288293362e-001;
4.5750000000e+001;2.5924563112e-001;
4.6000000000e+001;3.0905888364e-001;
4.6250000000e+001;4.3020209808e-001;
4.6500000000e+001;4.2429305038e-001;
4.6750000000e+001;3.0426906832e-001;
4.7000000000e+001;3.8428414011e-001;
4.7250000000e+001;4.8857142150e-001;
4.7500000000e+001;1.0744556880e+000;
4.7750000000e+001;9.7076997155e-001;
4.8000000000e+001;4.6454523658e-001;
4.8250000000e+001;4.6774211833e-001;
4.8500000000e+001;4.5688638801e-001;
4.8750000000e+001;8.2364826362e-001;
4.9000000000e+001;5.5135285296e-001;
4.9250000000e+001;2.4578556727e-001;
4.9500000000e+001;8.9767123748e-001;
4.9750000000e+001;9.1306831836e-001;
5.0000000000e+001;1.0127334262e+000;
5.0250000000e+001;4.3555173888e-001;
5.0500000000e+001;5.3029635190e-001;
5.0750000000e+001;5.6167693684e-001;
5.1000000000e+001;1.3076397825e+000;
5.1250000000e+001;2.9236457662e-001;
5.1500000000e+001;7.8320375952e-001;
5.1750000000e+001;5.1099891635e-001;
5.2000000000e+001;6.0644964780e-001;
5.2250000000e+001;1.0328762428e+000;
5.2500000000e+001;1.4396127125e+000;
5.2750000000e+001;1.5829690656e+000;
5.3000000000e+001;1.2079931303e+000;
5.3250000000e+001;7.4879522264e-001;
5.3500000000e+001;6.0115773249e-001;
5.3750000000e+001;1.2792830599e+000;
5.4000000000e+001;7.9279337132e-001;
5.4250000000e+001;3.6287199542e-001;
5.4500000000e+001;4.2084648006e-001;
5.4750000000e+001;1.1883218483e+000;
5.5000000000e+001;9.0719854617e-001;
5.5250000000e+001;1.0948693471e+000;
5.5500000000e+001;7.8099940766e-001;
5.5750000000e+001;2.4476560480e-001;
5.6000000000e+001;1.2231504151e+000;
5.6250000000e+001;8.7602771304e-001;
5.6500000000e+001;5.1352728681e-001;
5.6750000000e+001;4.6098765027e-001;
5.7000000000e+001;1.2959941358e+000;
5.7250000000e+001;6.9045260393e-001;
5.7500000000e+001;2.4990847273e+000;
5.7750000000e+001;1.1222607738e+000;
5.8000000000e+001;5.4458494127e-001;
5.8250000000e+001;4.6893185021e-001;
5.8500000000e+001;7.9955106888e-001;
5.8750000000e+001;9.8084509006e-001;
5.9000000000e+001;1.7162135697e+000;
5.9250000000e+001;1.0808789709e+000;
5.9500000000e+001;7.4927710939e-001;
5.9750000000e+001;4.7710657222e-001;
6.0000000000e+001;6.4921989198e-001;
6.0250000000e+001;1.3795048609e+000;
6.0500000000e+001;7.2113249269e-001;
6.0750000000e+001;1.0412516692e+000;
6.1000000000e+001;7.1039814378e-001;
6.1250000000e+001;6.3460827894e-001;
