Time (s);sFiltered 0;Sampling Rate
3.6000000000e+001;1.3142779527e+000;
3.6250000000e+001;1.9933875039e+000;
3.6500000000e+001;7.6512788615e-001;
3.6750000000e+001;4.7543308086e-001;
3.7000000000e+001;4.0786656431e-001;
3.7250000000e+001;7.9029400796e-001;
3.7500000000e+001;8.2826335288e-001;
3.7750000000e+001;8.3793456285e-001;
3.8000000000e+001;1.1850238340e+000;
3.8250000000e+001;7.5520496273e-001;
3.8500000000e+001;8.4473464927e-001;
3.8750000000e+001;7.9143693758e-001;
3.9000000000e+001;1.0772661402e+000;
3.9250000000e+001;5.4319353848e-001;
3.9500000000e+001;1.0366120266e+000;
3.9750000000e+001;1.2024870776e+000;
4.0000000000e+001;1.4890964368e+000;
4.0250000000e+001;2.6290566494e+000;
4.0500000000e+001;8.8062383819e-001;
4.0750000000e+001;2.0936794311e+000;
4.1000000000e+001;1.4149078180e+000;
4.1250000000e+001;8.3837535183e-001;
4.1500000000e+001;1.2486084471e+000;
4.1750000000e+001;2.0418051925e+000;
4.2000000000e+001;1.6999374288e+000;
4.2250000000e+001;1.7322035037e+000;
4.2500000000e+001;8.2902970093e-001;
4.2750000000e+001;1.2516885126e+000;
4.3000000000e+001;1.1277736627e+000;
4.3250000000e+001;2.1391999856e+000;
4.3500000000e+001;1.6664042794e+000;
4.3750000000e+001;1.0869124105e+000;
4.4000000000e+001;8.6657187137e-001;
4.4250000000e+001;1.2091056838e+000;
4.4500000000e+001;7.7265790579e-001;
4.4750000000e+001;4.9279069398e-001;
4.5000000000e+001;8.8724110333e-001;
4.5250000000e+001;1.3268045627e+000;
4.5500000000e+001;1.2885511329e+000;
4.5750000000e+001;1.7027428649e+000;
4.6000000000e+001;2.2855252597e+000;
4.6250000000e+001;5.3745263596e-001;
4.6500000000e+001;1.7696341519e+000;
4.6750000000e+001;2.1455335484e+000;
4.7000000000e+001;9.9513388689e-001;
4.7250000000e+001;3.1472579165e+000;
4.7500000000e+001;4.1956549933e+000;
4.7750000000e+001;1.7428130442e+000;
4.8000000000e+001;3.0723494962e+000;
4.8250000000e+001;1.5270027747e+000;
4.8500000000e+001;6.7385213064e-001;
4.8750000000e+001;1.6244529540e+000;
4.9000000000e+001;2.4627812154e+000;
4.9250000000e+001;2.8999983998e+000;
4.9500000000e+001;1.6011123322e+000;
4.9750000000e+001;1.2051848230e+000;
5.0000000000e+001;1.6587717427e+000;
5.0250000000e+001;1.7507866611e+000;
5.0500000000e+001;1.4345333504e+000;
5.0750000000e+001;9.3916941459e-001;
5.1000000000e+001;9.2195205232e-001;
5.1250000000e+001;1.6264107370e+000;
5.1500000000e+001;2.1805277425e+000;
5.1750000000e+001;1.1267409178e+000;
5.2000000000e+001;1.1804968548e+000;
5.2250000000e+001;1.0812871396e+000;
5.2500000000e+001;1.9806385229e+000;
5.2750000000e+001;1.2753025844e+000;
5.3000000000e+001;1.2795523331e+000;
5.3250000000e+001;9.5290496846e-001;
5.3500000000e+001;1.8453623585e+000;
5.3750000000e+001;1.0123343202e+000;
5.4000000000e+001;7.5940915286e-001;
5.4250000000e+001;1.0104381661e+000;
5.4500000000e+001;9.8506345121e-001;
5.4750000000e+001;2.3824630267e+000;
5.5000000000e+001;1.3061790928e+000;
5.5250000000e+001;7.1280574450e-001;
5.5500000000e+001;1.0392566717e+000;
5.5750000000e+001;2.9291167612e+000;
5.6000000000e+001;3.3053853660e+000;
5.6250000000e+001;9.3581156765e-001;
5.6500000000e+001;1.3702342643e+000;
5.6750000000e+001;2.5623226201e+000;
5.7000000000e+001;2.2785259129e+000;
5.7250000000e+001;1.3257536029e+000;
5.7500000000e+001;1.0226087045e+000;
5.7750000000e+001;9.6069862765e-001;
5.8000000000e+001;1.8594243982e+000;
5.8250000000e+001;1.4206448670e+000;
5.8500000000e+001;1.1619022595e+000;
5.8750000000e+001;2.1420295546e+000;
5.9000000000e+001;4.7262832291e-001;
5.9250000000e+001;6.9097718974e-001;
5.9500000000e+001;8.1682976349e-001;
5.9750000000e+001;1.0388040991e+000;
6.0000000000e+001;5.5905876017e-001;
6.0250000000e+001;6.1856940424e-001;
6.0500000000e+001;4.8269683747e-001;
6.0750000000e+001;4.5255352490e-001;
6.1000000000e+001;8.2365902922e-001;
6.1250000000e+001;1.5332430661e+000;
6.1500000000e+001;2.1179402063e+000;
