Time (s);sFiltered 0;Sampling Rate
1.4250000000e+001;1.9261273340e+000;
1.4500000000e+001;1.8152589977e+000;
1.4750000000e+001;3.3883550104e+000;
1.5000000000e+001;2.6108037627e+000;
1.5250000000e+001;1.4851441562e+000;
1.5500000000e+001;2.2404014899e+000;
1.5750000000e+001;3.9442176541e+000;
1.6000000000e+001;4.7432510227e+000;
1.6250000000e+001;2.2896063208e+000;
1.6500000000e+001;1.2920999638e+000;
1.6750000000e+001;3.2675316267e+000;
1.7000000000e+001;2.3793550278e+000;
1.7250000000e+001;2.5023021536e+000;
1.7500000000e+001;2.4008882757e+000;
1.7750000000e+001;9.9429315769e-001;
1.8000000000e+001;2.1432431894e+000;
1.8250000000e+001;4.5496449603e+000;
1.8500000000e+001;2.4617302975e+000;
1.8750000000e+001;2.4496910881e+000;
1.9000000000e+001;9.9067073517e-001;
1.9250000000e+001;9.8120031273e-001;
1.9500000000e+001;1.7965968363e+000;
1.9750000000e+001;2.0504426369e+000;
2.0000000000e+001;3.6751507977e+000;
2.0250000000e+001;1.7046362048e+000;
2.0500000000e+001;2.8428707981e+000;
2.0750000000e+001;3.0624356434e+000;
2.1000000000e+001;1.7590094286e+000;
2.1250000000e+001;2.0485611504e+000;
2.1500000000e+001;9.9680450550e-001;
2.1750000000e+001;1.2329357789e+000;
2.2000000000e+001;2.3552064823e+000;
2.2250000000e+001;2.4116028934e+000;
2.2500000000e+001;1.9833871701e+000;
2.2750000000e+001;1.1466534349e+000;
2.3000000000e+001;1.8297574082e+000;
2.3250000000e+001;1.8716512984e+000;
2.3500000000e+001;1.9532396281e+000;
2.3750000000e+001;1.3238799405e+000;
2.4000000000e+001;1.6222160883e+000;
2.4250000000e+001;2.4475928779e+000;
2.4500000000e+001;2.4910270515e+000;
2.4750000000e+001;1.4321082217e+000;
2.5000000000e+001;1.9974855576e+000;
2.5250000000e+001;2.1202219448e+000;
2.5500000000e+001;1.6798395636e+000;
2.5750000000e+001;3.1170380680e+000;
2.6000000000e+001;1.6656460521e+000;
2.6250000000e+001;9.8739423774e-001;
2.6500000000e+001;1.3626284143e+000;
2.6750000000e+001;1.6388673586e+000;
2.7000000000e+001;1.9915341458e+000;
2.7250000000e+001;2.7937541788e+000;
2.7500000000e+001;1.3131178617e+000;
2.7750000000e+001;1.4548453771e+000;
2.8000000000e+001;1.9907304183e+000;
2.8250000000e+001;1.1978331721e+000;
2.8500000000e+001;1.3945137472e+000;
2.8750000000e+001;2.2400044240e+000;
2.9000000000e+001;1.9008293921e+000;
2.9250000000e+001;1.8963096988e+000;
2.9500000000e+001;1.9448035623e+000;
2.9750000000e+001;3.0951297352e+000;
3.0000000000e+001;2.4892365093e+000;
3.0250000000e+001;2.1320822386e+000;
3.0500000000e+001;1.6020835055e+000;
3.0750000000e+001;2.7830613495e+000;
3.1000000000e+001;2.4372473601e+000;
3.1250000000e+001;1.8735305116e+000;
3.1500000000e+001;1.0723489678e+000;
3.1750000000e+001;1.3374284946e+000;
3.2000000000e+001;1.3743146414e+000;
3.2250000000e+001;1.5389326026e+000;
3.2500000000e+001;9.2151785754e-001;
3.2750000000e+001;8.6084498711e-001;
3.3000000000e+001;2.6888950020e+000;
3.3250000000e+001;1.6462561450e+000;
3.3500000000e+001;1.2924437598e+000;
3.3750000000e+001;1.1902067386e+000;
3.4000000000e+001;1.5854210892e+000;
3.4250000000e+001;2.3685447859e+000;
3.4500000000e+001;1.8790489911e+000;
3.4750000000e+001;1.8509029468e+000;
3.5000000000e+001;1.8036010863e+000;
3.5250000000e+001;4.6040952075e+000;
3.5500000000e+001;1.9464887372e+000;
3.5750000000e+001;1.1374672065e+000;
3.6000000000e+001;7.9500162849e-001;
3.6250000000e+001;1.1672377011e+000;
3.6500000000e+001;1.5486378342e+000;
3.6750000000e+001;1.0987505693e+000;
3.7000000000e+001;1.5263708018e+000;
3.7250000000e+001;1.4970331594e+000;
3.7500000000e+001;2.0398387502e+000;
3.7750000000e+001;3.7432050703e+000;
3.8000000000e+001;2.9937291817e+000;
3.8250000000e+001;1.5186277165e+000;
3.8500000000e+001;2.3738669294e+000;
3.8750000000e+001;2.9799186743e+000;
3.9000000000e+001;2.0579111760e+000;
3.9250000000e+001;2.3081866848e+000;
3.9500000000e+001;2.9098720345e+000;
3.9750000000e+001;4.9285468481e+000;
4.0000000000e+001;1.0877478590e+000;
4.0250000000e+001;9.8427673457e-001;
4.0500000000e+001;2.7775197759e+000;
4.0750000000e+001;1.6824100228e+000;
4.1000000000e+001;2.2643600490e+000;
4.1250000000e+001;1.3753837350e+000;
4.1500000000e+001;1.2866887134e+000;
4.1750000000e+001;1.2260526669e+000;
4.2000000000e+001;8.1051743974e-001;
4.2250000000e+001;1.2731503448e+000;
4.2500000000e+001;2.7227833186e+000;
4.2750000000e+001;3.4980138380e+000;
4.3000000000e+001;2.0791875993e+000;
4.3250000000e+001;2.8504922377e+000;
4.3500000000e+001;1.5491084499e+000;
4.3750000000e+001;1.2672420523e+000;
4.4000000000e+001;2.4934306186e+000;
4.4250000000e+001;3.3146719508e+000;
4.4500000000e+001;2.0789806262e+000;
4.4750000000e+001;2.1677876148e+000;
4.5000000000e+001;2.9927885216e+000;
4.5250000000e+001;1.1406237227e+000;
4.5500000000e+001;3.4166735667e+000;
4.5750000000e+001;2.4985445562e+000;
4.6000000000e+001;1.4240227178e+000;
4.6250000000e+001;2.1757300083e+000;
4.6500000000e+001;2.7388049595e+000;
4.6750000000e+001;6.4786658328e-001;
4.7000000000e+001;9.2462368191e-001;
4.7250000000e+001;1.6299020733e+000;
4.7500000000e+001;8.1442755185e-001;
4.7750000000e+001;1.0479490652e+000;
4.8000000000e+001;1.1123463842e+000;
4.8250000000e+001;1.7671946966e+000;
4.8500000000e+001;3.1283913962e+000;
4.8750000000e+001;1.2107666252e+000;
4.9000000000e+001;1.0079973326e+000;
4.9250000000e+001;1.6327418235e+000;
4.9500000000e+001;1.7374664547e+000;
4.9750000000e+001;2.1773284665e+000;
5.0000000000e+001;1.2379220053e+000;
5.0250000000e+001;1.3172225453e+000;
5.0500000000e+001;2.0022903331e+000;
5.0750000000e+001;2.3602155615e+000;
5.1000000000e+001;2.5769922703e+000;
5.1250000000e+001;1.6593765042e+000;
5.1500000000e+001;1.8253256372e+000;
5.1750000000e+001;2.5288708763e+000;
5.2000000000e+001;2.5459218900e+000;
5.2250000000e+001;3.2112336326e+000;
5.2500000000e+001;2.2233824406e+000;
5.2750000000e+001;2.6818966891e+000;
5.3000000000e+001;1.9375524242e+000;
5.3250000000e+001;2.8689820854e+000;
5.3500000000e+001;2.8015541024e+000;
5.3750000000e+001;2.1822288819e+000;
5.4000000000e+001;1.7495103039e+000;
5.4250000000e+001;5.7824884533e-001;
5.4500000000e+001;7.7405286519e-001;
5.4750000000e+001;6.8537099937e-001;
5.5000000000e+001;4.9491513473e-001;
5.5250000000e+001;1.1367415420e+000;
5.5500000000e+001;2.3263528681e+000;
5.5750000000e+001;1.1692934579e+000;
5.6000000000e+001;1.2776945215e+000;
5.6250000000e+001;4.0737323766e+000;
5.6500000000e+001;3.4973078164e+000;
5.6750000000e+001;1.8870281994e+000;
5.7000000000e+001;1.6746308557e+000;
5.7250000000e+001;1.9338242945e+000;
5.7500000000e+001;1.5983840629e+000;
5.7750000000e+001;2.4035010765e+000;
5.8000000000e+001;2.9658680589e+000;
5.8250000000e+001;2.5548801244e+000;
5.8500000000e+001;8.8498682420e-001;
5.8750000000e+001;2.8205633609e+000;
5.9000000000e+001;2.2176194973e+000;
5.9250000000e+001;2.6505168923e+000;
5.9500000000e+001;2.0584038948e+000;
5.9750000000e+001;1.5873988731e+000;
6.0000000000e+001;2.0546449198e+000;
6.0250000000e+001;1.1558983787e+000;
6.0500000000e+001;1.8458893700e+000;
6.0750000000e+001;2.0636436114e+000;
6.1000000000e+001;8.7123458850e-001;
6.1250000000e+001;7.1653039637e-001;
